label,url,url_length,hostname_length,path_length,query_length,fragment_length,count_dot,count_hyphen,count_underscore,count_slash,count_at,count_equals,count_percent,count_digits,count_letters,count_special_chars,has_ip_address,has_http,has_https,domain_age_days,domain_lifespan_days,days_since_domain_update,registrar_name,cert_age_days,cert_validity_days,cert_issuer_cn,cert_subject_cn,ssl_protocol_version,cert_has_valid_hostname
1,https://www.shriswaminarayandivinemission.org,45,37,0,0,0,2,0,0,2,0,0,0,0,40,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.webpagesdesign.ru,29,21,0,0,0,2,0,0,2,0,0,0,0,24,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.rp-carrees.com,26,18,0,0,0,2,1,0,2,0,0,0,0,20,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://apple.jvvvvv.cn/jp/signin.php?account?ssi=1aaabf_tcbvcgq2-4wqo%3d,73,15,14,35,0,3,1,1,4,0,1,1,4,55,14,0,0,1,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.thepilot.com,24,16,0,0,0,2,0,0,2,0,0,0,0,19,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.ws013.hemnes.win,27,20,0,0,0,3,0,0,2,0,0,0,3,18,6,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://delicate-sound-0736.on.fleek.co/?alt=media&amp;token=1b81a229-bd05-40e1-b6ff-cc50f3b500d3&amp;pmetigiey9h7ksjcpyqcw0lnwbjmoa1zv3st26zlufndbvrho5=yilnjuvjpqxdk5q43x7omlcdga6uujshqwzq7cm3ts4ngxae1hjvne6piakcft2vdoe9tlwbytihn52s1bfbrbyprevforfuzwkx&amp;email=bea@yachtcallisto.com&amp;tncjzroyxijeh5vd2gqdwkh9qrs6djifhuvza0mgsa6etriusznybdspbpr1apbmx31xl8kvqin4gw5emcoookv7lfzptjyflwux,390,31,1,349,0,4,6,0,3,1,4,0,59,303,28,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.digibete.org,24,16,0,0,0,2,0,0,2,0,0,0,0,19,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.gallo.com,21,13,0,0,0,2,0,0,2,0,0,0,0,16,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://nagore.me/nemtflix-clone,31,9,15,0,0,1,1,0,3,0,0,0,0,25,6,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.usadiplomaframes.com,32,24,0,0,0,2,0,0,2,0,0,0,0,27,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.trietlongvinhvien.info,33,26,0,0,0,2,0,0,2,0,0,0,0,28,5,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
0,https://mail-104366.weeblysite.com/,35,26,1,0,0,2,1,0,3,0,0,0,6,22,7,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.naperville-lib.org,30,22,0,0,0,2,1,0,2,0,0,0,0,24,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.visitpedraforca.com,31,23,0,0,0,2,0,0,2,0,0,0,0,26,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.acontinuouslean.com,31,23,0,0,0,2,0,0,2,0,0,0,0,26,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://hart-bemiddeling.nl/b2b/index%20(1).html,47,19,21,0,0,2,1,0,4,0,0,1,4,32,11,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.infinitehealingclinic.com,37,29,0,0,0,2,0,0,2,0,0,0,0,32,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://calm-band-dfa6.woyax74071.workers.dev/,46,37,1,0,0,3,2,0,3,0,0,0,6,31,9,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.ctwllp.com/financial_tools.html,43,14,21,0,0,3,0,1,3,0,0,0,0,35,8,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://joyfulkayy.wixsite.com/securemailesss,45,22,15,0,0,2,0,0,3,0,0,0,0,39,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://breedserve.xyz/office2/,31,14,9,0,0,1,0,0,4,0,0,0,1,24,6,0,0,1,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
0,http://bighatmonkey.rpnfts.com,30,23,0,0,0,2,0,0,2,0,0,0,0,25,5,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
0,https://mail.lloydsbank-addedpayee.com/Login.php,48,30,10,0,0,3,1,0,3,0,0,0,0,40,8,0,0,1,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
0,http://merrcari-jfethfee.net/jp/login,37,21,9,0,0,1,1,0,4,0,0,0,0,30,7,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
0,https://medclinicto.com.br/wp-includes/random_compat/webmail.php?/b8fc142685db1371c6fd477be3b8f7662cc75d5c6659b4b95f141abb494d0af2,130,18,38,65,0,3,1,1,6,0,0,0,39,78,13,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.eleccom.shop,23,16,0,0,0,2,0,0,2,0,0,0,0,18,5,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.fywybyra.1dumb.com,29,22,0,0,0,3,0,0,2,0,0,0,1,22,6,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.thegreengrid.org,28,20,0,0,0,2,0,0,2,0,0,0,0,23,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://track-10083.web.app/,28,19,1,0,0,2,1,0,3,0,0,0,5,16,7,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://hoison33v.web.app/,26,17,1,0,0,2,0,0,3,0,0,0,2,18,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://www.netflixsoftware.com/nf,34,23,3,0,0,2,0,0,3,0,0,0,0,28,6,0,0,1,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
0,https://gateway.ipfs.io/ipfs/qmy3smp4nculh69oficrppcsyyrw58cyzy6rbjiaxc3psl/,76,15,53,0,0,2,0,0,5,0,0,0,8,60,8,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.cookonuts.com,25,17,0,0,0,2,0,0,2,0,0,0,0,20,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.scootercentrum.com/scooters/,40,22,10,0,0,2,0,0,4,0,0,0,0,33,7,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.ccs.k12.nc.us,25,17,0,0,0,4,0,0,2,0,0,0,2,16,7,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.manitobamusicmuseum.com,35,27,0,0,0,2,0,0,2,0,0,0,0,30,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.eidr.org,20,12,0,0,0,2,0,0,2,0,0,0,0,15,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.omgwowxisb.cf,24,17,0,0,0,2,0,0,2,0,0,0,0,19,5,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
0,https://aol-107132.weeblysite.com/,34,25,1,0,0,2,1,0,3,0,0,0,6,21,7,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://datingscripts.top/acc/inc,32,17,8,0,0,1,0,0,4,0,0,0,0,26,6,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.skytrac.ca,22,14,0,0,0,2,0,0,2,0,0,0,0,17,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.strahlenschutz.sachsen.de,37,29,0,0,0,3,0,0,2,0,0,0,0,31,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.saa9vi.com,22,14,0,0,0,2,0,0,2,0,0,0,1,16,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.a0148155.xsph.ru,27,20,0,0,0,3,0,0,2,0,0,0,7,14,6,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.samedayprints.com,29,21,0,0,0,2,0,0,2,0,0,0,0,24,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.wikishark.com,25,17,0,0,0,2,0,0,2,0,0,0,0,20,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.wards.com,21,13,0,0,0,2,0,0,2,0,0,0,0,16,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.vbvd.at/immobilienkauf-service/,43,11,24,0,0,2,1,0,4,0,0,0,0,35,8,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.quarkshoes.com,26,18,0,0,0,2,0,0,2,0,0,0,0,21,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://abledimgreymicroprogramming--bsiasia.repl.co/des/index.php,66,44,14,0,0,3,2,0,4,0,0,0,0,56,10,0,0,1,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
0,https://6fqoj.r.ah.d.sendibm4.com/mk/cl/f/yVCGpvOuO65vhNTmsvGr8tio_K2Sd5cvGMz1bCYI8rb7Xij2xSYs7VUi0N-VwFULlSCT0Ekx_YwB3r231zNi-MD2gF2SWaMCIemT-kcgTW8YEIdnawsL49ASU-3wws5bAdD3_Tm9XFBeMJG8oBxhWXcyQniscuhwdus-evt5hgMBY7ns6Cw05krSlZfEwg_YykfvmmOHX-zdNSUjHQ10IRB6SoO4GCqBEBPozZxAk16rdn8BAfF81NOAdQSNcZ6EvP8O,302,25,269,0,0,5,6,4,6,0,0,0,44,236,22,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.aseman-co.com,24,17,0,0,0,2,1,0,2,0,0,0,0,18,6,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://5iww.short.gy/xsc9cz,27,13,7,0,0,2,0,0,3,0,0,0,2,19,6,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.colleensparis.com,29,21,0,0,0,2,0,0,2,0,0,0,0,24,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.die-bembel.de,25,17,0,0,0,2,1,0,2,0,0,0,0,19,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://happineff.com//pge/ol/update/?email=amy@legalshield.com,63,13,16,25,0,2,0,0,7,1,1,0,0,50,13,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.larnedks.org,24,16,0,0,0,2,0,0,2,0,0,0,0,19,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.smittenpixels.com,29,21,0,0,0,2,0,0,2,0,0,0,0,24,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.eatandys.com/,25,16,1,0,0,2,0,0,3,0,0,0,0,19,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.jaeic.or.jp,23,15,0,0,0,3,0,0,2,0,0,0,0,17,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.tveda.ru,20,12,0,0,0,2,0,0,2,0,0,0,0,15,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.goingelectric.de,28,20,0,0,0,2,0,0,2,0,0,0,0,23,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.informationisbeautifulawards.com,44,36,0,0,0,2,0,0,2,0,0,0,0,39,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://aol-103304.weeblysite.com/,34,25,1,0,0,2,1,0,3,0,0,0,6,21,7,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.cpc-us.com,22,14,0,0,0,2,1,0,2,0,0,0,0,16,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.officialgamepuck.com,32,24,0,0,0,2,0,0,2,0,0,0,0,27,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://u1965047.plsk.regruhosting.ru/208/,41,29,5,0,0,3,0,0,4,0,0,0,10,23,8,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
0,https://vn091-ab992.firebaseapp.com/,36,27,1,0,0,2,1,0,3,0,0,0,6,23,7,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.269yx.com,20,13,0,0,0,2,0,0,2,0,0,0,3,12,5,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.thephilangies.com,28,21,0,0,0,2,0,0,2,0,0,0,0,23,5,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://dev-itausecureaccess-py.pantheonsite.io/,48,39,1,0,0,2,2,0,3,0,0,0,0,40,8,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.aouynopd.cf,22,15,0,0,0,2,0,0,2,0,0,0,0,17,5,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.newportstreetgallery.com,36,28,0,0,0,2,0,0,2,0,0,0,0,31,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.ponostonehawaii.com/,31,23,1,0,0,2,0,0,3,0,0,0,0,25,6,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.myespressoshop.com,30,22,0,0,0,2,0,0,2,0,0,0,0,25,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.vialinktelecom.com.br,32,25,0,0,0,3,0,0,2,0,0,0,0,26,6,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://ipfs.litnet.work/ipfs/bafybeieqjbfglnuiidkzqb5ivcdvpc6ksg3eb4sztxcdofg6lfw3gzk4p4,89,16,65,0,0,2,0,0,4,0,0,0,8,74,7,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.c-oui.fr,20,12,0,0,0,2,1,0,2,0,0,0,0,14,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.estherea.nl,23,15,0,0,0,2,0,0,2,0,0,0,0,18,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.spillfestival.com,29,21,0,0,0,2,0,0,2,0,0,0,0,24,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://os-outlook-organizations-share.web.app/,47,38,1,0,0,2,3,0,3,0,0,0,0,38,9,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.forgani.com,23,15,0,0,0,2,0,0,2,0,0,0,0,18,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://motoscar-1.bancofiebo.repl.co/?gclid=eaiaiqobchmisiulir7j_qivw0fiab00gqbueaayasaaegld-vd_bwe,100,29,1,61,0,3,2,2,3,0,1,0,5,82,13,0,0,1,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
0,https://ipr2000.com/ibg/client/index_sp.php,43,11,24,0,0,2,0,1,5,0,0,0,4,30,9,0,0,1,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
0,https://xn--centa-ntflix-2tb93j.xn--tbler-fwa05c.com/gb-en/signin.php,69,44,17,0,0,3,8,0,4,0,0,0,5,48,16,0,0,1,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.funnyfable.com,26,18,0,0,0,2,0,0,2,0,0,0,0,21,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.ultraluxikiness.org,30,23,0,0,0,2,0,0,2,0,0,0,0,25,5,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.therebelgod.com,27,19,0,0,0,2,0,0,2,0,0,0,0,22,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.bathecho.co.uk,26,18,0,0,0,3,0,0,2,0,0,0,0,20,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://l8pexj.webwave.dev/,27,18,1,0,0,2,0,0,3,0,0,0,1,20,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.study-aids.co.uk,28,20,0,0,0,3,1,0,2,0,0,0,0,21,7,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.artcountrycanada.com,32,24,0,0,0,2,0,0,2,0,0,0,0,27,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.nelleandlizzy.com,29,21,0,0,0,2,0,0,2,0,0,0,0,24,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.vukosd.cf,20,13,0,0,0,2,0,0,2,0,0,0,0,15,5,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.esi.ac.at,21,13,0,0,0,3,0,0,2,0,0,0,0,15,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.museumofquackery.com,32,24,0,0,0,2,0,0,2,0,0,0,0,27,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.doctorwholocations.net,34,26,0,0,0,2,0,0,2,0,0,0,0,29,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.avery.com,21,13,0,0,0,2,0,0,2,0,0,0,0,16,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.conservativefriend.org,34,26,0,0,0,2,0,0,2,0,0,0,0,29,5,0,0,1,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
0,http://www.accounts.protonvpn.store,35,28,0,0,0,3,0,0,2,0,0,0,0,29,6,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.aucklandairport.co.nz,33,25,0,0,0,3,0,0,2,0,0,0,0,27,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.0zr33n33fo.space,27,20,0,0,0,2,0,0,2,0,0,0,5,17,5,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
0,https://thenaijatimes.com/wp-content/plugins/master/index.php,61,17,36,0,0,2,1,0,6,0,0,0,0,51,10,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://paypal-uk-webcmd-login.done-login-access-krf41asdsge4h6g354sa3sdwej5yxncv54er.sentient.asia/ID/secure-code695/webapps/mpp/Home.php,137,91,39,0,0,4,7,0,7,0,0,0,14,104,19,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
0,http://www.servelatmiru.com,27,20,0,0,0,2,0,0,2,0,0,0,0,22,5,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
0,https://coxgo.weebly.com/,25,16,1,0,0,2,0,0,3,0,0,0,0,19,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.tarjapreta.news,26,19,0,0,0,2,0,0,2,0,0,0,0,21,5,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://chemcoplast.com/transfer/dropboxsecure/,47,15,24,0,0,1,0,0,5,0,0,0,0,40,7,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.plantei.com.br,26,18,0,0,0,3,0,0,2,0,0,0,0,20,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.m.anewsa.com,24,16,0,0,0,3,0,0,2,0,0,0,0,18,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.capri-blue.com,26,18,0,0,0,2,1,0,2,0,0,0,0,20,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.fusionkitchenma.com,31,23,0,0,0,2,0,0,2,0,0,0,0,26,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.kukowski.pl,23,15,0,0,0,2,0,0,2,0,0,0,0,18,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.historyofemotions.org.au,36,28,0,0,0,3,0,0,2,0,0,0,0,30,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.groningermuseum.nl,30,22,0,0,0,2,0,0,2,0,0,0,0,25,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.zango.com,20,13,0,0,0,2,0,0,2,0,0,0,0,15,5,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.bellashoot.com,26,18,0,0,0,2,0,0,2,0,0,0,0,21,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://business-request-appeal-9694122.firebaseapp.com/,56,47,1,0,0,2,3,0,3,0,0,0,7,40,9,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://post-aus.top/,20,12,1,0,0,1,1,0,3,0,0,0,0,14,6,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.octro.com,21,13,0,0,0,2,0,0,2,0,0,0,0,16,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.tncp.net,20,12,0,0,0,2,0,0,2,0,0,0,0,15,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.aclipse.net,23,15,0,0,0,2,0,0,2,0,0,0,0,18,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://rug-kkv0-wkuf.te59edi38680.workers.dev/,47,38,1,0,0,3,2,0,3,0,0,0,8,30,9,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.cittadellaspezia.com,32,24,0,0,0,2,0,0,2,0,0,0,0,27,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.poplarbluff.org,27,19,0,0,0,2,0,0,2,0,0,0,0,22,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://maildinshaakckjnw5.web.app/,35,26,1,0,0,2,0,0,3,0,0,0,1,28,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://fatura-servidor-23.com/,31,22,1,0,0,1,2,0,3,0,0,0,2,22,7,0,0,1,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.covaipost.com,25,17,0,0,0,2,0,0,2,0,0,0,0,20,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://itshab.com/telekom/index.php,36,10,18,0,0,2,0,0,4,0,0,0,0,29,7,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.cityofeagle.com,27,19,0,0,0,2,0,0,2,0,0,0,0,22,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.a0640235.xsph.ru,27,20,0,0,0,3,0,0,2,0,0,0,7,14,6,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.templo.co.uk,24,16,0,0,0,3,0,0,2,0,0,0,0,18,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://juno-mail-106397.square.site/,37,28,1,0,0,2,2,0,3,0,0,0,6,23,8,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://erjjt.weeblysite.com/,29,20,1,0,0,2,0,0,3,0,0,0,0,23,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.dianekochilas.com,29,21,0,0,0,2,0,0,2,0,0,0,0,24,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.asdilcv.ml,21,14,0,0,0,2,0,0,2,0,0,0,0,16,5,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://members.schaumburgbusiness.com/member/NewMemberApp/,59,30,21,0,0,2,0,0,5,0,0,0,0,51,8,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.palmbeachillustrated.com,36,28,0,0,0,2,0,0,2,0,0,0,0,31,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.portdin.publicvm.com,31,24,0,0,0,3,0,0,2,0,0,0,0,25,6,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.seanchiffersphotography.com,39,31,0,0,0,2,0,0,2,0,0,0,0,34,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
